"X1","uniqueID","island","site","transect","topcolor","bowlcolor","insectorder","numinsects","date traps out","date traps coll","duration"
1504,"guamritil1","guam","riti","l1","r","r","formicidae",0,2018-01-12,2018-01-15,3
1505,"guamritil2","guam","riti","l2","y","y","formicidae",0,2018-01-12,2018-01-15,3
1508,"guamritil2","guam","riti","l2","w","b","formicidae",0,2018-01-12,2018-01-15,3
1510,"guamritil2","guam","riti","l2","b","r","formicidae",0,2018-01-12,2018-01-15,3
1511,"guamritil2","guam","riti","l2","w","y","formicidae",0,2018-01-12,2018-01-15,3
1512,"guamritil2","guam","riti","l2","b","b","formicidae",0,2018-01-12,2018-01-15,3
1513,"guamritil2","guam","riti","l2","b","y","formicidae",0,2018-01-12,2018-01-15,3
1514,"guamritil2","guam","riti","l2","y","w","formicidae",0,2018-01-12,2018-01-15,3
1515,"guamritil2","guam","riti","l2","r","r","formicidae",0,2018-01-12,2018-01-15,3
1516,"guamritil2","guam","riti","l2","y","r","formicidae",0,2018-01-12,2018-01-15,3
1518,"guamritil2","guam","riti","l2","r","w","formicidae",0,2018-01-12,2018-01-15,3
1519,"guamritil2","guam","riti","l2","r","y","formicidae",0,2018-01-12,2018-01-15,3
1521,"guamritil3","guam","riti","l3","r","r","formicidae",0,2018-01-12,2018-01-15,3
1522,"guamritil3","guam","riti","l3","y","r","formicidae",0,2018-01-12,2018-01-15,3
1523,"guamritil3","guam","riti","l3","b","r","formicidae",0,2018-01-12,2018-01-15,3
1525,"guamritil3","guam","riti","l3","r","w","formicidae",0,2018-01-12,2018-01-15,3
1526,"guamritil3","guam","riti","l3","y","w","formicidae",0,2018-01-12,2018-01-15,3
1528,"guamritil3","guam","riti","l3","b","b","formicidae",0,2018-01-12,2018-01-15,3
1530,"guamritil3","guam","riti","l3","y","b","formicidae",0,2018-01-12,2018-01-15,3
1531,"guamritil3","guam","riti","l3","w","r","formicidae",0,2018-01-12,2018-01-15,3
1533,"guamritil3","guam","riti","l3","r","y","formicidae",0,2018-01-12,2018-01-15,3
1534,"guamritil3","guam","riti","l3","y","y","formicidae",0,2018-01-12,2018-01-15,3
1535,"guamritil3","guam","riti","l3","w","w","formicidae",0,2018-01-12,2018-01-15,3
1536,"guamritil3","guam","riti","l3","w","y","formicidae",0,2018-01-12,2018-01-15,3
1539,"guamsblasl1","guam","sblas","l1","b","b","formicidae",0,2018-01-12,2018-01-15,3
1540,"guamsblasl1","guam","sblas","l1","b","y","formicidae",0,2018-01-12,2018-01-15,3
1542,"guamsblasl1","guam","sblas","l1","b","r","formicidae",0,2018-01-12,2018-01-15,3
1544,"guamsblasl1","guam","sblas","l1","y","y","formicidae",0,2018-01-12,2018-01-15,3
1546,"guamsblasl1","guam","sblas","l1","r","b","formicidae",0,2018-01-12,2018-01-15,3
1548,"guamsblasl1","guam","sblas","l1","y","b","formicidae",0,2018-01-12,2018-01-15,3
1549,"guamsblasl1","guam","sblas","l1","r","r","formicidae",0,2018-01-12,2018-01-15,3
1550,"guamsblasl1","guam","sblas","l1","r","w","formicidae",0,2018-01-12,2018-01-15,3
1552,"guamsblasl1","guam","sblas","l1","y","w","formicidae",0,2018-01-12,2018-01-15,3
1553,"guamsblasl1","guam","sblas","l1","r","y","formicidae",0,2018-01-12,2018-01-15,3
1554,"guamsblasl1","guam","sblas","l1","w","w","formicidae",0,2018-01-12,2018-01-15,3
1555,"guamsblasl2","guam","sblas","l2","r","y","formicidae",0,2018-01-12,2018-01-15,3
1556,"guamsblasl2","guam","sblas","l2","r","b","formicidae",0,2018-01-12,2018-01-15,3
1558,"guamsblasl2","guam","sblas","l2","r","r","formicidae",0,2018-01-12,2018-01-15,3
1559,"guamsblasl2","guam","sblas","l2","w","y","formicidae",0,2018-01-12,2018-01-15,3
1560,"guamsblasl2","guam","sblas","l2","w","b","formicidae",0,2018-01-12,2018-01-15,3
1561,"guamsblasl2","guam","sblas","l2","w","w","formicidae",0,2018-01-12,2018-01-15,3
1563,"guamsblasl2","guam","sblas","l2","w","r","formicidae",0,2018-01-12,2018-01-15,3
1567,"guamsblasl2","guam","sblas","l2","y","y","formicidae",0,2018-01-12,2018-01-15,3
1568,"guamsblasl2","guam","sblas","l2","y","b","formicidae",0,2018-01-12,2018-01-15,3
1569,"guamsblasl2","guam","sblas","l2","y","w","formicidae",0,2018-01-12,2018-01-15,3
1570,"guamsblasl2","guam","sblas","l2","y","r","formicidae",0,2018-01-12,2018-01-15,3
1571,"guamsblasl3","guam","sblas","l3","w","w","formicidae",0,2018-01-12,2018-01-15,3
1575,"guamsblasl3","guam","sblas","l3","r","b","formicidae",0,2018-01-12,2018-01-15,3
1576,"guamsblasl3","guam","sblas","l3","y","b","formicidae",0,2018-01-12,2018-01-15,3
1577,"guamsblasl3","guam","sblas","l3","y","y","formicidae",0,2018-01-12,2018-01-15,3
1578,"guamsblasl3","guam","sblas","l3","w","r","formicidae",0,2018-01-12,2018-01-15,3
1581,"guamsblasl3","guam","sblas","l3","y","w","formicidae",0,2018-01-12,2018-01-15,3
1582,"guamsblasl3","guam","sblas","l3","b","y","formicidae",0,2018-01-12,2018-01-15,3
1583,"guamsblasl3","guam","sblas","l3","b","r","formicidae",0,2018-01-12,2018-01-15,3
1584,"guamsblasl3","guam","sblas","l3","b","w","formicidae",0,2018-01-12,2018-01-15,3
1585,"guamsblasl3","guam","sblas","l3","b","b","formicidae",0,2018-01-12,2018-01-15,3
1586,"guamsblasl3","guam","sblas","l3","y","r","formicidae",0,2018-01-12,2018-01-15,3
1587,"saipanforbial1","saipan","forbia","l1","b","w","formicidae",0,2018-01-17,2018-01-20,3
1588,"saipanforbial1","saipan","forbia","l1","y","y","formicidae",0,2018-01-17,2018-01-20,3
1589,"saipanforbial1","saipan","forbia","l1","y","r","formicidae",0,2018-01-17,2018-01-20,3
1590,"saipanforbial1","saipan","forbia","l1","r","r","formicidae",0,2018-01-17,2018-01-20,3
1592,"saipanforbial1","saipan","forbia","l1","b","y","formicidae",0,2018-01-17,2018-01-20,3
1593,"saipanforbial1","saipan","forbia","l1","w","r","formicidae",0,2018-01-17,2018-01-20,3
1594,"saipanforbial1","saipan","forbia","l1","b","b","formicidae",0,2018-01-17,2018-01-20,3
1595,"saipanforbial1","saipan","forbia","l1","b","r","formicidae",0,2018-01-17,2018-01-20,3
1596,"saipanforbial1","saipan","forbia","l1","w","y","formicidae",0,2018-01-17,2018-01-20,3
1597,"saipanforbial1","saipan","forbia","l1","w","w","formicidae",0,2018-01-17,2018-01-20,3
1598,"saipanforbial1","saipan","forbia","l1","y","b","formicidae",0,2018-01-17,2018-01-20,3
1600,"saipanforbial1","saipan","forbia","l1","r","y","formicidae",0,2018-01-17,2018-01-20,3
1601,"saipanforbial1","saipan","forbia","l1","y","w","formicidae",0,2018-01-17,2018-01-20,3
1603,"saipanforbial2","saipan","forbia","l2","y","b","formicidae",0,2018-01-17,2018-01-20,3
1605,"saipanforbial2","saipan","forbia","l2","y","w","formicidae",0,2018-01-17,2018-01-20,3
1606,"saipanforbial2","saipan","forbia","l2","y","r","formicidae",0,2018-01-17,2018-01-20,3
1607,"saipanforbial2","saipan","forbia","l2","b","y","formicidae",0,2018-01-17,2018-01-20,3
1609,"saipanforbial2","saipan","forbia","l2","b","w","formicidae",0,2018-01-17,2018-01-20,3
1616,"saipanforbial2","saipan","forbia","l2","r","b","formicidae",0,2018-01-17,2018-01-20,3
1618,"saipanforbial2","saipan","forbia","l2","r","r","formicidae",0,2018-01-17,2018-01-20,3
1619,"saipanforbial3","saipan","forbia","l3","r","y","formicidae",0,2018-01-17,2018-01-20,3
1620,"saipanforbial3","saipan","forbia","l3","r","b","formicidae",0,2018-01-17,2018-01-20,3
1621,"saipanforbial3","saipan","forbia","l3","r","w","formicidae",0,2018-01-17,2018-01-20,3
1622,"saipanforbial3","saipan","forbia","l3","r","r","formicidae",0,2018-01-17,2018-01-20,3
1623,"saipanforbial3","saipan","forbia","l3","w","y","formicidae",0,2018-01-17,2018-01-20,3
1624,"saipanforbial3","saipan","forbia","l3","w","b","formicidae",0,2018-01-17,2018-01-20,3
1625,"saipanforbial3","saipan","forbia","l3","w","w","formicidae",0,2018-01-17,2018-01-20,3
1626,"saipanforbial3","saipan","forbia","l3","b","y","formicidae",0,2018-01-17,2018-01-20,3
1627,"saipanforbial3","saipan","forbia","l3","w","r","formicidae",0,2018-01-17,2018-01-20,3
1628,"saipanforbial3","saipan","forbia","l3","b","w","formicidae",0,2018-01-17,2018-01-20,3
1629,"saipanforbial3","saipan","forbia","l3","b","b","formicidae",0,2018-01-17,2018-01-20,3
1630,"saipanforbial3","saipan","forbia","l3","b","r","formicidae",0,2018-01-17,2018-01-20,3
1631,"saipanforbial3","saipan","forbia","l3","y","y","formicidae",0,2018-01-17,2018-01-20,3
1634,"saipanforbial3","saipan","forbia","l3","y","r","formicidae",0,2018-01-17,2018-01-20,3
1635,"saipanforbigridl1","saipan","forbigrid","l1","y","b","formicidae",0,2018-01-17,2018-01-20,3
1636,"saipanforbigridl1","saipan","forbigrid","l1","y","y","formicidae",0,2018-01-17,2018-01-20,3
1637,"saipanforbigridl1","saipan","forbigrid","l1","y","w","formicidae",0,2018-01-17,2018-01-20,3
1638,"saipanforbigridl1","saipan","forbigrid","l1","b","w","formicidae",0,2018-01-17,2018-01-20,3
1639,"saipanforbigridl1","saipan","forbigrid","l1","b","b","formicidae",0,2018-01-17,2018-01-20,3
1641,"saipanforbigridl1","saipan","forbigrid","l1","b","r","formicidae",0,2018-01-17,2018-01-20,3
1642,"saipanforbigridl1","saipan","forbigrid","l1","r","r","formicidae",0,2018-01-17,2018-01-20,3
1643,"saipanforbigridl1","saipan","forbigrid","l1","y","r","formicidae",0,2018-01-17,2018-01-20,3
1644,"saipanforbigridl1","saipan","forbigrid","l1","b","y","formicidae",0,2018-01-17,2018-01-20,3
1645,"saipanforbigridl1","saipan","forbigrid","l1","w","y","formicidae",0,2018-01-17,2018-01-20,3
1646,"saipanforbigridl1","saipan","forbigrid","l1","r","y","formicidae",0,2018-01-17,2018-01-20,3
1648,"saipanforbigridl1","saipan","forbigrid","l1","w","b","formicidae",0,2018-01-17,2018-01-20,3
1649,"saipanforbigridl1","saipan","forbigrid","l1","w","r","formicidae",0,2018-01-17,2018-01-20,3
1650,"saipanforbigridl2","saipan","forbigrid","l2","y","y","formicidae",0,2018-01-17,2018-01-20,3
1651,"saipanforbigridl2","saipan","forbigrid","l2","y","b","formicidae",0,2018-01-17,2018-01-20,3
1652,"saipanforbigridl2","saipan","forbigrid","l2","y","w","formicidae",0,2018-01-17,2018-01-20,3
1654,"saipanforbigridl2","saipan","forbigrid","l2","b","y","formicidae",0,2018-01-17,2018-01-20,3
1655,"saipanforbigridl2","saipan","forbigrid","l2","b","b","formicidae",0,2018-01-17,2018-01-20,3
1656,"saipanforbigridl2","saipan","forbigrid","l2","b","w","formicidae",0,2018-01-17,2018-01-20,3
1657,"saipanforbigridl2","saipan","forbigrid","l2","b","r","formicidae",0,2018-01-17,2018-01-20,3
1658,"saipanforbigridl2","saipan","forbigrid","l2","w","y","formicidae",0,2018-01-17,2018-01-20,3
1659,"saipanforbigridl2","saipan","forbigrid","l2","w","b","formicidae",0,2018-01-17,2018-01-20,3
1661,"saipanforbigridl2","saipan","forbigrid","l2","w","r","formicidae",0,2018-01-17,2018-01-20,3
1662,"saipanforbigridl2","saipan","forbigrid","l2","r","y","formicidae",0,2018-01-17,2018-01-20,3
1664,"saipanforbigridl2","saipan","forbigrid","l2","r","w","formicidae",0,2018-01-17,2018-01-20,3
1665,"saipanforbigridl2","saipan","forbigrid","l2","r","r","formicidae",0,2018-01-17,2018-01-20,3
1667,"saipanforbigridl3","saipan","forbigrid","l3","y","y","formicidae",0,2018-01-17,2018-01-20,3
1668,"saipanforbigridl3","saipan","forbigrid","l3","y","r","formicidae",0,2018-01-17,2018-01-20,3
1669,"saipanforbigridl3","saipan","forbigrid","l3","r","r","formicidae",0,2018-01-17,2018-01-20,3
1670,"saipanforbigridl3","saipan","forbigrid","l3","r","w","formicidae",0,2018-01-17,2018-01-20,3
1671,"saipanforbigridl3","saipan","forbigrid","l3","b","y","formicidae",0,2018-01-17,2018-01-20,3
1673,"saipanforbigridl3","saipan","forbigrid","l3","b","b","formicidae",0,2018-01-17,2018-01-20,3
1674,"saipanforbigridl3","saipan","forbigrid","l3","b","r","formicidae",0,2018-01-17,2018-01-20,3
1675,"saipanforbigridl3","saipan","forbigrid","l3","w","y","formicidae",0,2018-01-17,2018-01-20,3
1676,"saipanforbigridl3","saipan","forbigrid","l3","w","w","formicidae",0,2018-01-17,2018-01-20,3
1678,"saipanforbigridl3","saipan","forbigrid","l3","w","b","formicidae",0,2018-01-17,2018-01-20,3
1679,"saipanforbigridl3","saipan","forbigrid","l3","r","y","formicidae",0,2018-01-17,2018-01-20,3
1681,"saipanforbigridl3","saipan","forbigrid","l3","r","b","formicidae",0,2018-01-17,2018-01-20,3
1683,"saipanladtal1","saipan","ladta","l1","y","b","formicidae",0,2018-01-17,2018-01-20,3
1686,"saipanladtal1","saipan","ladta","l1","r","r","formicidae",0,2018-01-17,2018-01-20,3
1687,"saipanladtal1","saipan","ladta","l1","y","r","formicidae",0,2018-01-17,2018-01-20,3
1688,"saipanladtal1","saipan","ladta","l1","b","y","formicidae",0,2018-01-17,2018-01-20,3
1689,"saipanladtal1","saipan","ladta","l1","r","b","formicidae",0,2018-01-17,2018-01-20,3
1690,"saipanladtal1","saipan","ladta","l1","w","y","formicidae",0,2018-01-17,2018-01-20,3
1691,"saipanladtal1","saipan","ladta","l1","w","b","formicidae",0,2018-01-17,2018-01-20,3
1693,"saipanladtal1","saipan","ladta","l1","b","b","formicidae",0,2018-01-17,2018-01-20,3
1695,"saipanladtal1","saipan","ladta","l1","w","r","formicidae",0,2018-01-17,2018-01-20,3
1696,"saipanladtal1","saipan","ladta","l1","w","w","formicidae",0,2018-01-17,2018-01-20,3
1697,"saipanladtal1","saipan","ladta","l1","r","y","formicidae",0,2018-01-17,2018-01-20,3
1698,"saipanladtal2","saipan","ladta","l2","y","y","formicidae",0,2018-01-17,2018-01-20,3
1700,"saipanladtal2","saipan","ladta","l2","y","w","formicidae",0,2018-01-17,2018-01-20,3
1701,"saipanladtal2","saipan","ladta","l2","y","r","formicidae",0,2018-01-17,2018-01-20,3
1702,"saipanladtal2","saipan","ladta","l2","b","y","formicidae",0,2018-01-17,2018-01-20,3
1703,"saipanladtal2","saipan","ladta","l2","b","b","formicidae",0,2018-01-17,2018-01-20,3
1704,"saipanladtal2","saipan","ladta","l2","b","w","formicidae",0,2018-01-17,2018-01-20,3
1705,"saipanladtal2","saipan","ladta","l2","b","r","formicidae",0,2018-01-17,2018-01-20,3
1706,"saipanladtal2","saipan","ladta","l2","w","y","formicidae",0,2018-01-17,2018-01-20,3
1707,"saipanladtal2","saipan","ladta","l2","w","b","formicidae",0,2018-01-17,2018-01-20,3
1708,"saipanladtal2","saipan","ladta","l2","w","w","formicidae",0,2018-01-17,2018-01-20,3
1709,"saipanladtal2","saipan","ladta","l2","w","r","formicidae",0,2018-01-17,2018-01-20,3
1710,"saipanladtal2","saipan","ladta","l2","r","y","formicidae",0,2018-01-17,2018-01-20,3
1711,"saipanladtal2","saipan","ladta","l2","r","b","formicidae",0,2018-01-17,2018-01-20,3
1713,"saipanladtal2","saipan","ladta","l2","r","r","formicidae",0,2018-01-17,2018-01-20,3
1714,"saipanladtal3","saipan","ladta","l3","r","w","formicidae",0,2018-01-17,2018-01-20,3
1715,"saipanladtal3","saipan","ladta","l3","r","r","formicidae",0,2018-01-17,2018-01-20,3
1716,"saipanladtal3","saipan","ladta","l3","r","b","formicidae",0,2018-01-17,2018-01-20,3
1718,"saipanladtal3","saipan","ladta","l3","b","r","formicidae",0,2018-01-17,2018-01-20,3
1719,"saipanladtal3","saipan","ladta","l3","b","w","formicidae",0,2018-01-17,2018-01-20,3
1720,"saipanladtal3","saipan","ladta","l3","b","b","formicidae",0,2018-01-17,2018-01-20,3
1721,"saipanladtal3","saipan","ladta","l3","b","y","formicidae",0,2018-01-17,2018-01-20,3
1724,"saipanladtal3","saipan","ladta","l3","w","r","formicidae",0,2018-01-17,2018-01-20,3
1725,"saipanladtal3","saipan","ladta","l3","w","w","formicidae",0,2018-01-17,2018-01-20,3
1726,"saipanladtal3","saipan","ladta","l3","w","b","formicidae",0,2018-01-17,2018-01-20,3
1727,"saipanladtal3","saipan","ladta","l3","y","w","formicidae",0,2018-01-17,2018-01-20,3
1728,"saipanladtal3","saipan","ladta","l3","y","y","formicidae",0,2018-01-17,2018-01-20,3
1729,"saipanladtal3","saipan","ladta","l3","y","b","formicidae",0,2018-01-17,2018-01-20,3
1731,"saipanladtgl2","saipan","ladtg","l2","b","b","formicidae",0,2018-01-17,2018-01-20,3
1735,"saipanladtgl2","saipan","ladtg","l2","r","w","formicidae",0,2018-01-17,2018-01-20,3
1736,"saipanladtgl2","saipan","ladtg","l2","w","y","formicidae",0,2018-01-17,2018-01-20,3
1738,"saipanladtgl2","saipan","ladtg","l2","y","b","formicidae",0,2018-01-17,2018-01-20,3
1739,"saipanladtgl2","saipan","ladtg","l2","y","w","formicidae",0,2018-01-17,2018-01-20,3
1740,"saipanladtgl2","saipan","ladtg","l2","w","r","formicidae",0,2018-01-17,2018-01-20,3
1743,"saipanladtgl2","saipan","ladtg","l2","w","w","formicidae",0,2018-01-17,2018-01-20,3
1745,"saipanladtgl2","saipan","ladtg","l2","y","r","formicidae",0,2018-01-17,2018-01-20,3
1747,"saipanmtrll1","saipan","mtrl","l1","w","b","formicidae",0,2018-01-17,2018-01-20,3
1748,"saipanmtrll1","saipan","mtrl","l1","w","w","formicidae",0,2018-01-17,2018-01-20,3
1749,"saipanmtrll1","saipan","mtrl","l1","w","r","formicidae",0,2018-01-17,2018-01-20,3
1750,"saipanmtrll1","saipan","mtrl","l1","r","y","formicidae",0,2018-01-17,2018-01-20,3
1751,"saipanmtrll1","saipan","mtrl","l1","r","b","formicidae",0,2018-01-17,2018-01-20,3
1752,"saipanmtrll1","saipan","mtrl","l1","r","w","formicidae",0,2018-01-17,2018-01-20,3
1753,"saipanmtrll1","saipan","mtrl","l1","r","r","formicidae",0,2018-01-17,2018-01-20,3
1754,"saipanmtrll1","saipan","mtrl","l1","b","b","formicidae",0,2018-01-17,2018-01-20,3
1755,"saipanmtrll1","saipan","mtrl","l1","b","w","formicidae",0,2018-01-17,2018-01-20,3
1756,"saipanmtrll1","saipan","mtrl","l1","b","r","formicidae",0,2018-01-17,2018-01-20,3
1757,"saipanmtrll1","saipan","mtrl","l1","b","y","formicidae",0,2018-01-17,2018-01-20,3
1759,"saipanmtrll1","saipan","mtrl","l1","y","b","formicidae",0,2018-01-17,2018-01-20,3
1760,"saipanmtrll1","saipan","mtrl","l1","y","w","formicidae",0,2018-01-17,2018-01-20,3
1761,"saipanmtrll1","saipan","mtrl","l1","y","r","formicidae",0,2018-01-17,2018-01-20,3
1762,"saipanmtrll2","saipan","mtrl","l2","r","r","formicidae",0,2018-01-17,2018-01-20,3
1763,"saipanmtrll2","saipan","mtrl","l2","r","w","formicidae",0,2018-01-17,2018-01-20,3
1764,"saipanmtrll2","saipan","mtrl","l2","r","b","formicidae",0,2018-01-17,2018-01-20,3
1766,"saipanmtrll2","saipan","mtrl","l2","w","r","formicidae",0,2018-01-17,2018-01-20,3
1767,"saipanmtrll2","saipan","mtrl","l2","y","r","formicidae",0,2018-01-17,2018-01-20,3
1769,"saipanmtrll2","saipan","mtrl","l2","w","b","formicidae",0,2018-01-17,2018-01-20,3
1770,"saipanmtrll2","saipan","mtrl","l2","b","r","formicidae",0,2018-01-17,2018-01-20,3
1771,"saipanmtrll2","saipan","mtrl","l2","w","y","formicidae",0,2018-01-17,2018-01-20,3
1772,"saipanmtrll2","saipan","mtrl","l2","b","b","formicidae",0,2018-01-17,2018-01-20,3
1773,"saipanmtrll2","saipan","mtrl","l2","b","y","formicidae",0,2018-01-17,2018-01-20,3
1774,"saipanmtrll2","saipan","mtrl","l2","b","w","formicidae",0,2018-01-17,2018-01-20,3
1775,"saipanmtrll2","saipan","mtrl","l2","y","y","formicidae",0,2018-01-17,2018-01-20,3
1777,"saipanmtrll2","saipan","mtrl","l2","y","b","formicidae",0,2018-01-17,2018-01-20,3
1778,"saipanmtrll3","saipan","mtrl","l3","r","r","formicidae",0,2018-01-17,2018-01-20,3
1779,"saipanmtrll3","saipan","mtrl","l3","y","y","formicidae",0,2018-01-17,2018-01-20,3
1780,"saipanmtrll3","saipan","mtrl","l3","r","y","formicidae",0,2018-01-17,2018-01-20,3
1781,"saipanmtrll3","saipan","mtrl","l3","b","b","formicidae",0,2018-01-17,2018-01-20,3
1783,"saipanmtrll3","saipan","mtrl","l3","y","w","formicidae",0,2018-01-17,2018-01-20,3
1784,"saipanmtrll3","saipan","mtrl","l3","w","r","formicidae",0,2018-01-17,2018-01-20,3
1785,"saipanmtrll3","saipan","mtrl","l3","w","w","formicidae",0,2018-01-17,2018-01-20,3
1786,"saipanmtrll3","saipan","mtrl","l3","b","y","formicidae",0,2018-01-17,2018-01-20,3
1787,"saipanmtrll3","saipan","mtrl","l3","y","r","formicidae",0,2018-01-17,2018-01-20,3
1788,"saipanmtrll3","saipan","mtrl","l3","r","w","formicidae",0,2018-01-17,2018-01-20,3
1789,"saipanmtrll3","saipan","mtrl","l3","r","b","formicidae",0,2018-01-17,2018-01-20,3
1791,"saipanmtrll3","saipan","mtrl","l3","b","r","formicidae",0,2018-01-17,2018-01-20,3
1793,"guamanaol1","guam","anao","l1","b","y","apoidea",0,2018-01-12,2018-01-15,3
1794,"guamanaol1","guam","anao","l1","y","w","apoidea",0,2018-01-12,2018-01-15,3
1795,"guamanaol1","guam","anao","l1","y","b","apoidea",0,2018-01-12,2018-01-15,3
1796,"guamanaol1","guam","anao","l1","y","r","apoidea",0,2018-01-12,2018-01-15,3
1797,"guamanaol1","guam","anao","l1","w","b","apoidea",0,2018-01-12,2018-01-15,3
1798,"guamanaol1","guam","anao","l1","r","b","apoidea",0,2018-01-12,2018-01-15,3
1799,"guamanaol1","guam","anao","l1","w","y","apoidea",0,2018-01-12,2018-01-15,3
1800,"guamanaol1","guam","anao","l1","r","w","apoidea",0,2018-01-12,2018-01-15,3
1801,"guamanaol1","guam","anao","l1","b","b","apoidea",0,2018-01-12,2018-01-15,3
1802,"guamanaol1","guam","anao","l1","b","r","apoidea",0,2018-01-12,2018-01-15,3
1803,"guamanaol1","guam","anao","l1","b","w","apoidea",0,2018-01-12,2018-01-15,3
1804,"guamanaol1","guam","anao","l1","y","y","apoidea",0,2018-01-12,2018-01-15,3
1806,"guamanaol1","guam","anao","l1","w","r","apoidea",0,2018-01-12,2018-01-15,3
1808,"guamanaol1","guam","anao","l1","r","y","apoidea",0,2018-01-12,2018-01-15,3
1809,"guamanaol2","guam","anao","l2","b","y","apoidea",0,2018-01-12,2018-01-15,3
1810,"guamanaol2","guam","anao","l2","b","b","apoidea",0,2018-01-12,2018-01-15,3
1811,"guamanaol2","guam","anao","l2","r","b","apoidea",0,2018-01-12,2018-01-15,3
1812,"guamanaol2","guam","anao","l2","y","y","apoidea",0,2018-01-12,2018-01-15,3
1813,"guamanaol2","guam","anao","l2","b","r","apoidea",0,2018-01-12,2018-01-15,3
1814,"guamanaol2","guam","anao","l2","r","w","apoidea",0,2018-01-12,2018-01-15,3
1815,"guamanaol2","guam","anao","l2","w","y","apoidea",0,2018-01-12,2018-01-15,3
1816,"guamanaol2","guam","anao","l2","b","w","apoidea",0,2018-01-12,2018-01-15,3
1817,"guamanaol2","guam","anao","l2","y","b","apoidea",0,2018-01-12,2018-01-15,3
1818,"guamanaol2","guam","anao","l2","y","w","apoidea",0,2018-01-12,2018-01-15,3
1819,"guamanaol2","guam","anao","l2","w","r","apoidea",0,2018-01-12,2018-01-15,3
1820,"guamanaol2","guam","anao","l2","w","b","apoidea",0,2018-01-12,2018-01-15,3
1821,"guamanaol2","guam","anao","l2","r","y","apoidea",0,2018-01-12,2018-01-15,3
1822,"guamanaol2","guam","anao","l2","w","w","apoidea",0,2018-01-12,2018-01-15,3
1823,"guamanaol2","guam","anao","l2","r","r","apoidea",0,2018-01-12,2018-01-15,3
1824,"guamanaol2","guam","anao","l2","y","r","apoidea",0,2018-01-12,2018-01-15,3
1825,"guamanaol3","guam","anao","l3","y","y","apoidea",0,2018-01-12,2018-01-15,3
1826,"guamanaol3","guam","anao","l3","y","w","apoidea",0,2018-01-12,2018-01-15,3
1827,"guamanaol3","guam","anao","l3","y","b","apoidea",0,2018-01-12,2018-01-15,3
1829,"guamanaol3","guam","anao","l3","r","r","apoidea",0,2018-01-12,2018-01-15,3
1830,"guamanaol3","guam","anao","l3","w","b","apoidea",0,2018-01-12,2018-01-15,3
1831,"guamanaol3","guam","anao","l3","y","r","apoidea",0,2018-01-12,2018-01-15,3
1832,"guamanaol3","guam","anao","l3","w","w","apoidea",0,2018-01-12,2018-01-15,3
1833,"guamanaol3","guam","anao","l3","w","y","apoidea",0,2018-01-12,2018-01-15,3
1834,"guamanaol3","guam","anao","l3","b","y","apoidea",0,2018-01-12,2018-01-15,3
1835,"guamanaol3","guam","anao","l3","b","r","apoidea",0,2018-01-12,2018-01-15,3
1836,"guamanaol3","guam","anao","l3","r","w","apoidea",0,2018-01-12,2018-01-15,3
1837,"guamanaol3","guam","anao","l3","r","y","apoidea",0,2018-01-12,2018-01-15,3
1839,"guamanaol3","guam","anao","l3","r","b","apoidea",0,2018-01-12,2018-01-15,3
1840,"guamanaol3","guam","anao","l3","b","w","apoidea",0,2018-01-12,2018-01-15,3
1841,"guamnblasl1","guam","nblas","l1","r","r","apoidea",0,2018-01-12,2018-01-15,3
1842,"guamnblasl1","guam","nblas","l1","r","b","apoidea",0,2018-01-12,2018-01-15,3
1843,"guamnblasl1","guam","nblas","l1","r","y","apoidea",0,2018-01-12,2018-01-15,3
1844,"guamnblasl1","guam","nblas","l1","r","w","apoidea",0,2018-01-12,2018-01-15,3
1845,"guamnblasl1","guam","nblas","l1","b","r","apoidea",0,2018-01-12,2018-01-15,3
1846,"guamnblasl1","guam","nblas","l1","b","b","apoidea",0,2018-01-12,2018-01-15,3
1847,"guamnblasl1","guam","nblas","l1","b","y","apoidea",0,2018-01-12,2018-01-15,3
1848,"guamnblasl1","guam","nblas","l1","b","w","apoidea",0,2018-01-12,2018-01-15,3
1849,"guamnblasl1","guam","nblas","l1","y","r","apoidea",0,2018-01-12,2018-01-15,3
1850,"guamnblasl1","guam","nblas","l1","y","b","apoidea",0,2018-01-12,2018-01-15,3
1851,"guamnblasl1","guam","nblas","l1","y","y","apoidea",0,2018-01-12,2018-01-15,3
1852,"guamnblasl1","guam","nblas","l1","y","w","apoidea",0,2018-01-12,2018-01-15,3
1853,"guamnblasl1","guam","nblas","l1","w","r","apoidea",0,2018-01-12,2018-01-15,3
1854,"guamnblasl1","guam","nblas","l1","w","b","apoidea",0,2018-01-12,2018-01-15,3
1855,"guamnblasl1","guam","nblas","l1","w","y","apoidea",0,2018-01-12,2018-01-15,3
1856,"guamnblasl1","guam","nblas","l1","w","w","apoidea",0,2018-01-12,2018-01-15,3
1857,"guamnblasl2","guam","nblas","l2","r","y","apoidea",0,2018-01-12,2018-01-15,3
1858,"guamnblasl2","guam","nblas","l2","r","r","apoidea",0,2018-01-12,2018-01-15,3
1859,"guamnblasl2","guam","nblas","l2","r","w","apoidea",0,2018-01-12,2018-01-15,3
1860,"guamnblasl2","guam","nblas","l2","r","b","apoidea",0,2018-01-12,2018-01-15,3
1861,"guamnblasl2","guam","nblas","l2","w","b","apoidea",0,2018-01-12,2018-01-15,3
