"","simveg","year","incomelevel"
"1312",113.233336750896,"05-06","mean"
"1313",99.507666349875,"05-06","mean"
"1314",97.2648502041959,"05-06","mean"
"1315",101.706090061941,"05-06","mean"
"1316",136.189551557378,"05-06","mean"
"1317",61.6351623675749,"05-06","mean"
"1318",116.409233492321,"05-06","mean"
"1319",92.0641788691231,"05-06","mean"
"1320",95.6873781941282,"05-06","mean"
"1321",58.0650022377679,"05-06","mean"
"1322",60.2463592958682,"05-06","mean"
"1323",119.654696959082,"05-06","mean"
"1324",106.128987856821,"05-06","mean"
"1325",107.912744492476,"05-06","mean"
"1326",110.343243250132,"05-06","mean"
"1327",134.591123767486,"05-06","mean"
"1328",102.961401327736,"05-06","mean"
"1329",65.4758854430359,"05-06","mean"
"1330",109.169135238183,"05-06","mean"
"1331",122.340548310695,"05-06","mean"
"1332",86.9784873239616,"05-06","mean"
"1333",64.9341742827255,"05-06","mean"
"1334",78.3580373977598,"05-06","mean"
"1335",138.299958580001,"05-06","mean"
"1336",70.5069933861053,"05-06","mean"
"1337",119.431468124108,"05-06","mean"
"1338",134.978268765265,"05-06","mean"
"1339",117.166152149084,"05-06","mean"
"1340",83.5076633635078,"05-06","mean"
"1341",96.9207760002447,"05-06","mean"
"1342",32.9555132209033,"05-06","mean"
"1343",93.6615251468761,"05-06","mean"
"1344",109.314066611046,"05-06","mean"
"1345",101.357394231467,"05-06","mean"
"1346",91.2061255040248,"05-06","mean"
"1347",87.5354788841966,"05-06","mean"
"1348",66.7444935397276,"05-06","mean"
"1349",63.0396441645044,"05-06","mean"
"1350",147.935670883206,"05-06","mean"
"1351",122.128164751269,"05-06","mean"
"1352",157.398410298968,"05-06","mean"
"1353",129.350393479087,"05-06","mean"
"1354",111.189746604881,"05-06","mean"
"1355",94.880485999271,"05-06","mean"
"1356",79.5304485040566,"05-06","mean"
"1357",64.8440012884604,"05-06","mean"
"1358",118.813092984653,"05-06","mean"
"1359",115.661127786196,"05-06","mean"
"1360",53.0185068787885,"05-06","mean"
"1361",138.529453593058,"05-06","mean"
"1362",122.173853056611,"05-06","mean"
"1363",99.9305918982218,"05-06","mean"
"1364",119.889619836161,"05-06","mean"
"1365",120.065253900729,"05-06","mean"
"1366",140.596891175573,"05-06","mean"
"1367",120.351678618368,"05-06","mean"
"1368",78.0213883017561,"05-06","mean"
"1369",120.740021810336,"05-06","mean"
"1370",91.3622576487502,"05-06","mean"
"1371",148.111402712054,"05-06","mean"
"1372",79.0066730211714,"05-06","mean"
"1373",98.8735913191804,"05-06","mean"
"1374",97.1910680147687,"05-06","mean"
"1375",79.3918164048631,"05-06","mean"
"1376",68.5275562548885,"05-06","mean"
"1377",80.7369295664912,"05-06","mean"
"1378",93.7556154947752,"05-06","mean"
"1379",107.899923950327,"05-06","mean"
"1380",89.3242170715511,"05-06","mean"
"1381",112.612961318391,"05-06","mean"
"1382",147.377830076099,"05-06","mean"
"1383",110.639635150943,"05-06","mean"
"1384",115.817253224708,"05-06","mean"
"1385",89.1535294051371,"05-06","mean"
"1386",66.0937085706268,"05-06","mean"
"1387",116.324350748704,"05-06","mean"
"1388",144.52770140863,"05-06","mean"
"1389",106.940008544668,"05-06","mean"
"1390",137.798773204937,"05-06","mean"
"1391",74.973907903592,"05-06","mean"
"1392",130.290251695061,"05-06","mean"
"1393",120.505112247641,"05-06","mean"
"1394",119.613385412984,"05-06","mean"
"1395",80.9409436980032,"05-06","mean"
"1396",120.150115674715,"05-06","mean"
"1397",114.926602538449,"05-06","mean"
"1398",88.3660999850668,"05-06","mean"
"1399",72.1992667648706,"05-06","mean"
"1400",92.1384858053913,"05-06","mean"
"1401",115.463459452825,"05-06","mean"
"1402",82.9647726634655,"05-06","mean"
"1403",92.1555920289968,"05-06","mean"
"1404",135.972318779427,"05-06","mean"
"1405",94.6767347845866,"05-06","mean"
"1406",125.411388715774,"05-06","mean"
"1407",99.5421827444918,"05-06","mean"
"1408",81.9608771158877,"05-06","mean"
"1409",112.898926674578,"05-06","mean"
"1410",117.6022553052,"05-06","mean"
"1411",91.7128119944905,"05-06","mean"
"1412",142.191736618428,"05-06","mean"
"1413",78.0847485306164,"05-06","mean"
"1414",124.382311468551,"05-06","mean"
"1415",115.82640717819,"05-06","mean"
"1416",97.0324850507683,"05-06","mean"
"1417",77.0616968242632,"05-06","mean"
"1418",139.834484190508,"05-06","mean"
"1419",140.676014143624,"05-06","mean"
"1420",124.180628199666,"05-06","mean"
"1421",90.9703243092477,"05-06","mean"
"1422",56.245688156045,"05-06","mean"
"1423",66.6459695398479,"05-06","mean"
"1424",95.5453376971247,"05-06","mean"
"1425",79.2631540843302,"05-06","mean"
"1426",111.142011899996,"05-06","mean"
"1427",129.712110779722,"05-06","mean"
"1428",100.355254273192,"05-06","mean"
"1429",106.924971026261,"05-06","mean"
"1430",76.4510735470117,"05-06","mean"
"1431",112.349364215744,"05-06","mean"
"1432",123.740669829453,"05-06","mean"
"1433",103.564942156959,"05-06","mean"
"1434",89.7763681282453,"05-06","mean"
"1435",122.671684023554,"05-06","mean"
"1436",75.3812836841254,"05-06","mean"
"1437",67.1563757369127,"05-06","mean"
"1438",100.39593601129,"05-06","mean"
"1439",114.586178752232,"05-06","mean"
"1440",94.1630762274813,"05-06","mean"
"1441",139.029954404659,"05-06","mean"
"1442",114.142465910509,"05-06","mean"
"1443",120.393810862624,"05-06","mean"
"1444",58.277444597073,"05-06","mean"
"1445",113.989807160533,"05-06","mean"
"1446",132.750109177142,"05-06","mean"
"1447",136.815795728798,"05-06","mean"
"1448",88.337732909979,"05-06","mean"
"1449",92.1176883044671,"05-06","mean"
"1450",95.1537464312539,"05-06","mean"
"1451",108.219533443775,"05-06","mean"
"1452",83.3488748362198,"05-06","mean"
"1453",106.723680455295,"05-06","mean"
"1454",123.36900806739,"05-06","mean"
"1455",157.095175884031,"05-06","mean"
"1456",84.0218068509845,"05-06","mean"
"1457",98.325449317548,"05-06","mean"
"1458",127.32124545658,"05-06","mean"
"1459",106.311788764397,"05-06","mean"
"1460",87.8725995404862,"05-06","mean"
"1461",98.158387350755,"05-06","mean"
"1462",81.3366182184446,"05-06","mean"
"1463",121.889337944227,"05-06","mean"
"1464",69.3298181248654,"05-06","mean"
"1465",133.406598747911,"05-06","mean"
"1466",90.2361395279034,"05-06","mean"
"1467",79.6795397508681,"05-06","mean"
"1468",138.447845648853,"05-06","mean"
"1469",79.0519148855837,"05-06","mean"
"1470",101.083755044714,"05-06","mean"
"1471",115.761933552654,"05-06","mean"
"1472",122.09123609287,"05-06","mean"
"1473",85.0944156130902,"05-06","mean"
"1474",92.6076874246512,"05-06","mean"
"1475",104.679285907298,"05-06","mean"
"1476",111.014005745205,"05-06","mean"
"1477",126.36889344367,"05-06","mean"
"1478",96.9774847299614,"05-06","mean"
"1479",122.018763821936,"05-06","mean"
"1480",156.136032654374,"05-06","mean"
"1481",141.614015989568,"05-06","mean"
"1482",126.582451342834,"05-06","mean"
"1483",79.6226169850052,"05-06","mean"
"1484",121.170625913275,"05-06","mean"
"1485",99.5139085424957,"05-06","mean"
"1486",68.5165064373548,"05-06","mean"
"1487",91.5326593143265,"05-06","mean"
"1488",90.8510071422828,"05-06","mean"
"1489",79.1976140048694,"05-06","mean"
"1490",88.6057009027715,"05-06","mean"
"1491",74.9727448206213,"05-06","mean"
"1492",101.956782392907,"05-06","mean"
"1493",99.51456505037,"05-06","mean"
"1494",118.3565116562,"05-06","mean"
"1495",106.059338689454,"05-06","mean"
"1496",71.6884157731443,"05-06","mean"
"1497",111.62838896714,"05-06","mean"
"1498",118.214899790256,"05-06","mean"
"1499",71.8647742650815,"05-06","mean"
"1500",75.845911265298,"05-06","mean"
"1501",97.2392468540586,"07-08","mean"
"1502",130.936759796664,"07-08","mean"
"1503",99.3049669135798,"07-08","mean"
"1504",86.9112296986173,"07-08","mean"
"1505",101.262641083197,"07-08","mean"
"1506",60.5581055198793,"07-08","mean"
"1507",128.876610174422,"07-08","mean"
"1508",90.3855431841451,"07-08","mean"
"1509",94.886172326656,"07-08","mean"
"1510",123.736032941181,"07-08","mean"
"1511",77.3059815181517,"07-08","mean"
"1512",103.722894707427,"07-08","mean"
"1513",70.7458251091451,"07-08","mean"
"1514",82.7220274781184,"07-08","mean"
"1515",85.9031689018659,"07-08","mean"
"1516",67.5494866660791,"07-08","mean"
"1517",65.2733856216425,"07-08","mean"
"1518",84.9054659908775,"07-08","mean"
"1519",80.1455088109382,"07-08","mean"
"1520",103.960630474279,"07-08","mean"
"1521",88.1935885490257,"07-08","mean"
"1522",141.021227985496,"07-08","mean"
"1523",150.68515599496,"07-08","mean"
"1524",137.510715180806,"07-08","mean"
"1525",105.470832750381,"07-08","mean"
"1526",94.2347983391068,"07-08","mean"
"1527",86.9939566405966,"07-08","mean"
"1528",77.78767656606,"07-08","mean"
"1529",60.8922713503215,"07-08","mean"
"1530",109.710697179182,"07-08","mean"
"1531",115.692999551846,"07-08","mean"
"1532",93.1586298409841,"07-08","mean"
"1533",130.06510882219,"07-08","mean"
"1534",102.753205846575,"07-08","mean"
"1535",109.837330670406,"07-08","mean"
"1536",57.9829979493305,"07-08","mean"
"1537",124.22083063618,"07-08","mean"
"1538",137.826792284213,"07-08","mean"
"1539",118.18905358114,"07-08","mean"
"1540",95.2729646594946,"07-08","mean"
"1541",99.176720243097,"07-08","mean"
"1542",143.948028500589,"07-08","mean"
"1543",82.9530990225334,"07-08","mean"
"1544",115.765167774655,"07-08","mean"
"1545",85.1286508067293,"07-08","mean"
"1546",136.656625700086,"07-08","mean"
"1547",128.683658495123,"07-08","mean"
"1548",77.2634842005576,"07-08","mean"
"1549",133.470349543561,"07-08","mean"
"1550",104.153858093501,"07-08","mean"
"1551",116.722476249909,"07-08","mean"
"1552",111.018895422631,"07-08","mean"
"1553",128.275630246399,"07-08","mean"
"1554",87.7989285137633,"07-08","mean"
"1555",103.871150801364,"07-08","mean"
"1556",82.0727121420278,"07-08","mean"
"1557",108.976444073858,"07-08","mean"
"1558",93.7553635972199,"07-08","mean"
"1559",94.0818323894954,"07-08","mean"
"1560",44.5686816096044,"07-08","mean"
"1561",105.558904915968,"07-08","mean"
"1562",104.778284756132,"07-08","mean"
"1563",78.2831546384076,"07-08","mean"
"1564",159.387137284248,"07-08","mean"
"1565",92.1992300671332,"07-08","mean"
"1566",141.453896374382,"07-08","mean"
"1567",99.2316061881183,"07-08","mean"
"1568",129.596257815731,"07-08","mean"
"1569",131.382542162926,"07-08","mean"
"1570",113.85052641512,"07-08","mean"
"1571",144.540862445278,"07-08","mean"
"1572",93.0436440833254,"07-08","mean"
"1573",142.309453386158,"07-08","mean"
"1574",98.7380292807325,"07-08","mean"
"1575",71.9000329943307,"07-08","mean"
"1576",107.502674322318,"07-08","mean"
"1577",113.450908412778,"07-08","mean"
"1578",104.089279291603,"07-08","mean"
"1579",75.4878318413239,"07-08","mean"
"1580",111.295836387322,"07-08","mean"
"1581",103.588716094099,"07-08","mean"
"1582",66.7867002025274,"07-08","mean"
"1583",93.6733938081261,"07-08","mean"
"1584",106.718145135453,"07-08","mean"
"1585",83.6335786569059,"07-08","mean"
"1586",125.69154707194,"07-08","mean"
"1587",126.119901353142,"07-08","mean"
"1588",20.3449490821476,"07-08","mean"
"1589",93.2997711583271,"07-08","mean"
"1590",99.5774339060696,"07-08","mean"
"1591",60.1182454638349,"07-08","mean"
"1592",84.2377820073857,"07-08","mean"
"1593",91.3547204329333,"07-08","mean"
"1594",118.938119493289,"07-08","mean"
"1595",95.1329643833513,"07-08","mean"
"1596",114.862959276028,"07-08","mean"
"1597",125.47480802322,"07-08","mean"
"1598",93.5390498053151,"07-08","mean"
"1599",115.76644810898,"07-08","mean"
"1600",108.080561455405,"07-08","mean"
"1601",120.534882181902,"07-08","mean"
"1602",114.578196440877,"07-08","mean"
"1603",93.4276374816228,"07-08","mean"
"1604",109.113571672831,"07-08","mean"
"1605",119.954596103186,"07-08","mean"
"1606",87.1012499756408,"07-08","mean"
"1607",81.9549371109385,"07-08","mean"
"1608",116.795030825887,"07-08","mean"
"1609",86.8492769414388,"07-08","mean"
"1610",106.316958371859,"07-08","mean"
"1611",114.511803631531,"07-08","mean"
"1612",45.1214669313519,"07-08","mean"
"1613",118.135935715385,"07-08","mean"
"1614",129.242330475999,"07-08","mean"
"1615",86.5988756517736,"07-08","mean"
"1616",101.322938807854,"07-08","mean"
"1617",77.1782890419582,"07-08","mean"
"1618",90.6385116210981,"07-08","mean"
"1619",120.174074913909,"07-08","mean"
"1620",109.221359307741,"07-08","mean"
"1621",71.8424104507694,"07-08","mean"
"1622",116.793524408528,"07-08","mean"
"1623",79.1909311248545,"07-08","mean"
"1624",117.215648651733,"07-08","mean"
"1625",123.923480438017,"07-08","mean"
"1626",113.671703813906,"07-08","mean"
"1627",119.684285610609,"07-08","mean"
"1628",90.6294581371348,"07-08","mean"
"1629",88.4302965646027,"07-08","mean"
"1630",100.493940734232,"07-08","mean"
"1631",73.2019938411443,"07-08","mean"
"1632",101.325808494848,"07-08","mean"
"1633",99.619086849511,"07-08","mean"
"1634",136.805087354094,"07-08","mean"
"1635",122.232900930153,"07-08","mean"
"1636",132.582213630783,"07-08","mean"
"1637",113.4844876808,"07-08","mean"
"1638",92.3755515673638,"07-08","mean"
"1639",109.296003337099,"07-08","mean"
"1640",130.274723155707,"07-08","mean"
"1641",106.862556619274,"07-08","mean"
"1642",112.243571136227,"07-08","mean"
"1643",82.730955789752,"07-08","mean"
"1644",90.640780305223,"07-08","mean"
"1645",94.3287643770325,"07-08","mean"
"1646",106.869213233675,"07-08","mean"
"1647",109.178006356051,"07-08","mean"
"1648",113.50670372635,"07-08","mean"
"1649",142.788009987297,"07-08","mean"
"1650",69.5980200283258,"07-08","mean"
"1651",99.7058645619207,"07-08","mean"
"1652",106.495699035825,"07-08","mean"
"1653",119.84434083528,"07-08","mean"
"1654",94.0739459536515,"07-08","mean"
"1655",126.313168406169,"07-08","mean"
"1656",121.320141175613,"07-08","mean"
"1657",116.448395414528,"07-08","mean"
"1658",87.3707700570047,"07-08","mean"
"1659",108.643435293192,"07-08","mean"
"1660",55.9017737152041,"07-08","mean"
"1661",143.935581863578,"07-08","mean"
"1662",97.1893516990714,"07-08","mean"
"1663",88.0776046625751,"07-08","mean"
"1664",112.058468542269,"07-08","mean"
"1665",88.4944089205096,"07-08","mean"
"1666",127.083773641429,"07-08","mean"
"1667",123.07688754007,"07-08","mean"
"1668",63.8565453397272,"07-08","mean"
"1669",101.020869115519,"07-08","mean"
"1670",82.7396561879289,"07-08","mean"
"1671",111.125825129127,"07-08","mean"
"1672",152.098490273456,"07-08","mean"
"1673",133.649041422246,"07-08","mean"
"1674",113.905472054224,"07-08","mean"
"1675",99.7170134711513,"07-08","mean"
"1676",107.622899785151,"07-08","mean"
"1677",112.641704967695,"07-08","mean"
"1678",94.9927444672182,"07-08","mean"
"1679",91.8129635145404,"07-08","mean"
"1680",125.868414987784,"07-08","mean"
"1681",99.2117524868155,"07-08","mean"
"1682",121.011440728,"07-08","mean"
"1683",82.4858656063419,"07-08","mean"
"1684",135.627647582537,"07-08","mean"
"1685",93.3751788637122,"07-08","mean"
"1686",106.817320254879,"07-08","mean"
"1687",94.9148974739837,"07-08","mean"
"1688",99.1257689698497,"07-08","mean"
"1689",95.4049362850019,"07-08","mean"
"1690",155.181703761558,"07-08","mean"
"1691",110.782164360323,"07-08","mean"
"1692",115.084155707848,"07-08","mean"
"1693",101.540791675741,"07-08","mean"
"1694",110.270073561924,"07-08","mean"
"1695",113.446855434467,"07-08","mean"
"1696",112.064505657315,"07-08","mean"
"1697",111.66322550818,"07-08","mean"
"1698",99.8879757364814,"07-08","mean"
"1699",122.591709357102,"07-08","mean"
"1700",81.1079693433697,"07-08","mean"
"1701",117.179550588123,"07-08","mean"
"1702",85.2034600433726,"07-08","mean"
"1703",76.5039645848608,"07-08","mean"
"1704",99.4053889889854,"07-08","mean"
"1705",134.418755731139,"07-08","mean"
"1706",101.042883167065,"07-08","mean"
"1707",86.0946538367939,"07-08","mean"
"1708",76.7236251538723,"07-08","mean"
"1709",97.9028408608608,"07-08","mean"
"1710",108.514782198706,"07-08","mean"
"1711",110.626676365595,"07-08","mean"
"1712",60.2063061413473,"07-08","mean"
"1713",103.082683895717,"07-08","mean"
"1714",93.6654884005536,"07-08","mean"
"1715",65.3926823306658,"07-08","mean"
"1716",83.867531551811,"07-08","mean"
"1717",117.176299946059,"07-08","mean"
"1718",121.449097823773,"07-08","mean"
"1719",110.711126322097,"07-08","mean"
"1720",105.188762542473,"07-08","mean"
"1721",97.4518094038173,"07-08","mean"
"1722",103.732685245263,"07-08","mean"
"1723",132.452551466096,"07-08","mean"
"1724",91.9624819645179,"07-08","mean"
"1725",81.5991306856429,"07-08","mean"
"1726",95.7435537821218,"07-08","mean"
"1727",84.7697866017291,"07-08","mean"
"1728",127.482871333828,"07-08","mean"
"1729",104.489159736886,"07-08","mean"
"1730",120.628843461632,"07-08","mean"
"1731",133.547132678226,"07-08","mean"
"1732",116.823104814091,"07-08","mean"
"1733",82.7846096066422,"07-08","mean"
"1734",79.8658528376613,"07-08","mean"
"1735",101.499098599459,"07-08","mean"
"1736",105.380341344755,"07-08","mean"
"1737",78.3340984291475,"07-08","mean"
"1738",115.439179827145,"07-08","mean"
"1739",94.9279785651306,"07-08","mean"
"1740",86.2805951153213,"07-08","mean"
"1741",113.092068635193,"07-08","mean"
"1742",115.694862306313,"07-08","mean"
"1743",132.426787891766,"07-08","mean"
"1744",79.1599622074056,"07-08","mean"
"1745",97.0119959426696,"07-08","mean"
"1746",97.2113600170749,"07-08","mean"
"1747",100.582893117216,"07-08","mean"
"1748",98.8908204203001,"07-08","mean"
"1749",137.380242704116,"07-08","mean"
"1750",96.1460986493833,"07-08","mean"
"1751",135.708177194765,"07-08","mean"
"1752",110.023619525061,"07-08","mean"
"1753",99.8818320346344,"07-08","mean"
"1754",86.9615386381298,"07-08","mean"
"1755",79.8569808740185,"07-08","mean"
"1756",108.799232885692,"07-08","mean"
"1757",109.392810414401,"07-08","mean"
"1758",91.3001792360463,"07-08","mean"
"1759",78.4765781252071,"07-08","mean"
"1760",96.3865741356797,"07-08","mean"
"1761",123.007952695889,"07-08","mean"
"1762",103.529578786725,"07-08","mean"
"1763",123.489940213607,"07-08","mean"
"1764",144.503535934676,"07-08","mean"
"1765",120.311619741388,"07-08","mean"
"1766",139.836099713005,"07-08","mean"
"1767",123.390392996363,"07-08","mean"
"1768",138.520088488582,"07-08","mean"
"1769",116.959130376815,"07-08","mean"
"1770",116.881419190964,"07-08","mean"
"1771",112.96605712532,"07-08","mean"
"1772",68.3021435039475,"07-08","mean"
"1773",78.1005972013735,"07-08","mean"
"1774",70.8607370023253,"07-08","mean"
"1775",83.4873253713319,"07-08","mean"
"1776",88.9992348833785,"07-08","mean"
"1777",89.4182655693664,"07-08","mean"
"1778",145.47907111447,"07-08","mean"
"1779",122.481759748881,"07-08","mean"
"1780",136.166932517251,"07-08","mean"
"1781",80.6968648801042,"07-08","mean"
"1782",100.20289568634,"07-08","mean"
"1783",95.435500418834,"07-08","mean"
"1784",120.076134534134,"07-08","mean"
"1785",127.101186638932,"07-08","mean"
"1786",86.8254881993035,"07-08","mean"
"1787",85.0253860580607,"07-08","mean"
"1788",96.1087779294527,"07-08","mean"
"1789",94.0167596487825,"07-08","mean"
"1790",123.702505288459,"07-08","mean"
"1791",109.422937082061,"07-08","mean"
"1792",115.018793237178,"07-08","mean"
"1793",137.836050358371,"07-08","mean"
"1794",104.79928931648,"07-08","mean"
"1795",106.101988005096,"07-08","mean"
"1796",118.920034476419,"07-08","mean"
"1797",34.552214444424,"07-08","mean"
"1798",118.799947758697,"07-08","mean"
"1799",134.229581410532,"07-08","mean"
"1800",126.346845502956,"07-08","mean"
"1801",97.3579030171234,"07-08","mean"
"1802",112.031270330181,"07-08","mean"
"1803",89.4182554472411,"07-08","mean"
"1804",134.54221106355,"07-08","mean"
"1805",79.536333199584,"07-08","mean"
"1806",95.5369746400395,"07-08","mean"
"1807",68.5959335165394,"07-08","mean"
"1808",115.265512522253,"07-08","mean"
"1809",69.0959076380092,"07-08","mean"
"1810",97.7635694961909,"07-08","mean"
"1811",131.042239848798,"07-08","mean"
"1812",92.835673295117,"07-08","mean"
"1813",122.74620013025,"07-08","mean"
"1814",64.2290970981152,"07-08","mean"
"1815",92.042696805878,"07-08","mean"
"1816",107.602588227486,"07-08","mean"
"1817",131.131468605369,"07-08","mean"
"1818",105.714871136576,"07-08","mean"
"1819",93.9877246614893,"07-08","mean"
"1820",87.1741725321159,"07-08","mean"
"1821",105.991118659718,"07-08","mean"
"1822",112.347400551365,"07-08","mean"
"1823",137.302717168658,"07-08","mean"
"1824",105.427346674961,"07-08","mean"
"1825",76.1240975129321,"07-08","mean"
"1826",98.0167033617172,"07-08","mean"
"1827",70.8805086437879,"07-08","mean"
"1828",100.246288667564,"07-08","mean"
"1829",93.8996117833969,"07-08","mean"
"1830",107.486881827637,"07-08","mean"
"1831",139.713763036104,"07-08","mean"
"1832",111.928994688308,"07-08","mean"
"1833",105.582133355595,"07-08","mean"
"1834",108.17597595599,"07-08","mean"
"1835",108.589259892771,"07-08","mean"
"1836",124.077453078993,"07-08","mean"
"1837",107.128178740495,"07-08","mean"
"1838",81.7596978638133,"07-08","mean"
"1839",128.338152977417,"07-08","mean"
"1840",121.837052476604,"07-08","mean"
"1841",100.184790762654,"07-08","mean"
"1842",137.518392907043,"07-08","mean"
"1843",119.184822708484,"07-08","mean"
"1844",84.8264242665365,"07-08","mean"
"1845",97.2455353334502,"07-08","mean"
"1846",112.321260039246,"07-08","mean"
"1847",104.262736363384,"07-08","mean"
"1848",101.058989452097,"07-08","mean"
"1849",70.8107412131642,"07-08","mean"
"1850",87.8574724849027,"07-08","mean"
"1851",132.569552659361,"07-08","mean"
"1852",58.0617905034397,"07-08","mean"
"1853",54.0077320515348,"07-08","mean"
"1854",121.131553484811,"07-08","mean"
"1855",104.629639850948,"07-08","mean"
"1856",126.849247629031,"07-08","mean"
"1857",127.223182575913,"07-08","mean"
"1858",87.1105117363963,"07-08","mean"
"1859",91.7164730935837,"07-08","mean"
"1860",113.868817092374,"07-08","mean"
"1861",64.9850382137621,"07-08","mean"
"1862",165.898800336538,"07-08","mean"
"1863",107.551223509779,"07-08","mean"
"1864",110.317873901706,"07-08","mean"
"1865",118.403696561972,"07-08","mean"
"1866",113.665339347986,"07-08","mean"
"1867",118.153778300103,"07-08","mean"
"1868",134.599701222327,"07-08","mean"
"1869",80.2942311249615,"07-08","mean"
"1870",83.5089629421748,"07-08","mean"
"1871",91.0953543474596,"07-08","mean"
"1872",76.7437247669885,"07-08","mean"
"1873",121.186162339993,"07-08","mean"
"1874",126.845610545806,"07-08","mean"
"1875",119.403025370883,"07-08","mean"
"1876",67.9804259401141,"07-08","mean"
"1877",122.555340696141,"07-08","mean"
"1878",123.897898357809,"07-08","mean"
"1879",144.518389821426,"07-08","mean"
"1880",123.453801862644,"07-08","mean"
"1881",120.461862852241,"07-08","mean"
"1882",85.5227361204908,"07-08","mean"
"1883",114.062773908251,"07-08","mean"
"1884",112.95595336332,"07-08","mean"
"1885",78.9602283951703,"07-08","mean"
"1886",119.227356078549,"07-08","mean"
"1887",91.968389074825,"07-08","mean"
"1888",84.2332220353831,"07-08","mean"
"1889",107.412628832375,"07-08","mean"
"1890",94.2249276876299,"07-08","mean"
"1891",163.929454797386,"07-08","mean"
"1892",71.1033415713335,"07-08","mean"
"1893",60.4164417476733,"07-08","mean"
"1894",113.185425781894,"07-08","mean"
"1895",100.866576724705,"07-08","mean"
"1896",101.747161219006,"07-08","mean"
"1897",136.166465999778,"07-08","mean"
"1898",114.147269589809,"07-08","mean"
"1899",149.320866470014,"07-08","mean"
"1900",103.281111465644,"07-08","mean"
"1901",54.3649149043583,"07-08","mean"
"1902",136.824131787004,"07-08","mean"
"1903",125.410354842487,"07-08","mean"
"1904",107.318636901905,"07-08","mean"
"1905",123.821030324748,"07-08","mean"
"1906",108.500206734928,"07-08","mean"
"1907",102.409964520958,"07-08","mean"
"1908",106.045215534649,"07-08","mean"
"1909",69.8115956575292,"07-08","mean"
"1910",96.0405499577819,"07-08","mean"
"1911",125.788552002121,"07-08","mean"
"1912",125.100590864228,"07-08","mean"
"1913",130.30573948545,"07-08","mean"
"1914",66.5551857392071,"07-08","mean"
"1915",84.2842131115268,"07-08","mean"
"1916",82.2030231414479,"07-08","mean"
"1917",120.541928091899,"07-08","mean"
"1918",167.039027976597,"07-08","mean"
"1919",126.147929725815,"07-08","mean"
"1920",97.8100853270086,"07-08","mean"
"1921",111.439526101151,"07-08","mean"
"1922",100.068056097491,"07-08","mean"
"1923",121.57839374898,"07-08","mean"
"1924",123.325580158895,"07-08","mean"
"1925",97.9834338522167,"07-08","mean"
"1926",73.8208362650976,"07-08","mean"
"1927",144.401146308152,"07-08","mean"
"1928",119.617279247218,"07-08","mean"
"1929",41.7528986791229,"07-08","mean"
"1930",55.7201515401601,"07-08","mean"
"1931",111.878934014461,"07-08","mean"
"1932",108.408122796826,"07-08","mean"
"1933",80.1683809511446,"07-08","mean"
"1934",111.802156880106,"07-08","mean"
"1935",62.0584990636896,"07-08","mean"
"1936",107.186113397407,"07-08","mean"
"1937",100.379642936693,"07-08","mean"
"1938",73.8785009830811,"07-08","mean"
"1939",89.4553018857816,"07-08","mean"
"1940",71.7291670332507,"07-08","mean"
"1941",64.858369997108,"07-08","mean"
"1942",99.7913772967687,"07-08","mean"
"1943",78.7240941874583,"07-08","mean"
"1944",109.976747764221,"07-08","mean"
"1945",57.4845984128424,"07-08","mean"
"1946",128.178248404207,"07-08","mean"
"1947",91.4271857819272,"07-08","mean"
"1948",115.0354590847,"07-08","mean"
"1949",114.152969960506,"07-08","mean"
"1950",137.08684241495,"07-08","mean"
"1951",75.4652400627374,"07-08","mean"
"1952",111.474111465793,"07-08","mean"
"1953",114.980811801343,"07-08","mean"
"1954",101.994811582652,"07-08","mean"
"1955",89.7539236670253,"07-08","mean"
"1956",88.6790432395791,"07-08","mean"
"1957",122.449231822053,"07-08","mean"
"1958",81.5590048429359,"07-08","mean"
"1959",95.5825412732204,"07-08","mean"
"1960",119.528070203907,"07-08","mean"
"1961",102.211398907591,"07-08","mean"
"1962",127.765542681315,"07-08","mean"
"1963",86.263445210362,"07-08","mean"
"1964",57.5115262517774,"07-08","mean"
"1965",61.6913318962831,"07-08","mean"
"1966",116.391225427211,"07-08","mean"
"1967",133.466224666511,"07-08","mean"
"1968",123.912064484878,"07-08","mean"
"1969",121.983437728881,"07-08","mean"
"1970",101.102224055355,"07-08","mean"
"1971",120.213423862081,"07-08","mean"
"1972",105.999837588905,"07-08","mean"
"1973",160.250559580196,"07-08","mean"
"1974",83.6902225532061,"07-08","mean"
"1975",94.6565628214572,"07-08","mean"
"1976",93.4728695474064,"07-08","mean"
"1977",120.153651835242,"07-08","mean"
"1978",126.558257453071,"07-08","mean"
"1979",142.939609843128,"07-08","mean"
"1980",149.70788462845,"07-08","mean"
"1981",162.172165436576,"07-08","mean"
"1982",98.254165513285,"07-08","mean"
"1983",70.7974573283661,"07-08","mean"
"1984",121.002052272908,"07-08","mean"
"1985",107.624142994555,"07-08","mean"
"1986",71.5216007873245,"07-08","mean"
"1987",100.36343066186,"07-08","mean"
"1988",109.996628331393,"07-08","mean"
"1989",103.480244858246,"07-08","mean"
"1990",137.536743922386,"07-08","mean"
"1991",54.3245815199924,"07-08","mean"
"1992",59.1172794244661,"07-08","mean"
"1993",119.156417250981,"07-08","mean"
"1994",75.5919335725245,"07-08","mean"
"1995",83.7728248453835,"07-08","mean"
"1996",89.8585037956074,"07-08","mean"
